AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,n1,n2,N1,N2,Len,Voc,Vol,Dif,Eff,AllocOps,DeallocOps,DerefUse,UniqueDerefUse,DerefSet,UniqueDerefSet,AgingRelatedBugs
5,62,20,128,1257,549,16,15,19,11,87,5,62,20,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1901,128,1234,208,920,549,1,22,0,0,696,999,187,17,795,0,0,0,0,0,69,53,85,46,0,7,0,0,0.44,303,0,0,210,340.7142857,505.5714286,3219.428571,1815.142857,5034.571429,846.2857143,32255.57143,580.5714286,2272199.143,10.28571429,10.28571429,26.71428571,9.714285714,23.28571429,9.571428571,0
1,21,0,10,56,38,6,6,7,1,22,1,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,102,10,45,12,25,38,0,11,0,0,25,37,9,0,28,0,0,0,0,0,11,11,12,1,0,3,0,0,0.84,12,0,0,2,65.42857143,72,306.7142857,173.5714286,480.2857143,137.4285714,2806.714286,74.28571429,105936.5714,0.285714286,0.428571429,17.14285714,4.857142857,2.428571429,0.857142857,0
3,30.14285714,4,74.14285714,538.1428571,108,10,7,10,5,36.14285714,3,30.14285714,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,694.2857143,74.14285714,474.1428571,88,331.1428571,108,6,62,0,0,340.7142857,486.1428571,73,11,402.1428571,0,0,0,0,0,60,46,63,25,0,5,0,0,0.228571429,143.4285714,0,0,75,238.2857143,287.8571429,1246.571429,711.5714286,1958.142857,526.1428571,11681.14286,263.5714286,445863,1.714285714,2.571428571,43.14285714,14.42857143,15.42857143,5.571428571,0
8,57,8,33,193,56,14,12,16,3,73,8,57,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,280,33,174,22,137,56,0,19,0,0,107,145,19,2,124,0,0,0,0,0,39,33,47,7,0,3,0,0,0.32,41,0,0,9,60.42857143,155.5714286,553,415,968,216,6769.571429,73.42857143,353181.4286,0.857142857,1.714285714,14,2.857142857,0,0,0
8,36,4,39,164,46,9,7,10,4,46,8,36,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,243,39,144,20,112,46,0,20,0,0,83,120,16,0,104,0,0,0,0,0,22,17,26,7,0,4,0,0,0.32,35,0,0,17,65.42857143,91.71428571,380.4285714,225.7142857,606.1428571,157.1428571,3593.142857,84.14285714,121587.4286,0,0.857142857,9.428571429,4.428571429,0.857142857,0.857142857,0
1,35,0,28,498,99,7,7,9,1,35,1,35,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,625,28,482,78,320,99,0,16,0,0,268,363,65,3,295,0,0,0,0,0,26,26,31,5,0,5,0,0,0.21,96,0,0,22,178.5714286,266.8571429,1094,720,1814,445.4285714,11034.71429,213.5714286,427317.4286,0,0.857142857,36.71428571,7.285714286,5.857142857,3.571428571,0
3,29,1,33,201,54,7,7,8,5,32,3,29,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,286,33,174,23,126,54,1,26,0,0,90,131,16,0,115,0,0,0,0,0,10,10,14,10,0,2,0,0,0.31,43,0,0,32,129.1428571,179.5714286,791.7142857,584.2857143,1376,308.7142857,7897.714286,203.1428571,326571.5714,1,0.142857143,30.28571429,6.571428571,9,4.285714286,0
2,26,1,59,478,75,6,6,7,3,30,2,26,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,610,59,444,103,268,75,3,31,0,0,236,324,75,2,247,0,0,0,0,0,26,21,28,7,0,5,0,0,0.17,97,0,0,48,259.4285714,318.8571429,1066,741.4285714,1807.428571,578.2857143,10334.57143,281.7142857,306472.2857,1.714285714,0.857142857,56.57142857,19.28571429,4.285714286,1.714285714,0
1,21,0,12,70,40,6,6,7,4,22,1,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,120,12,47,14,29,40,1,22,0,0,27,38,11,0,27,0,0,0,0,0,8,8,10,6,0,2,0,0,0.85,11,0,0,9,68.14285714,81.85714286,289.7142857,192.4285714,482.1428571,150,2736,76.14285714,77326.28571,0.142857143,0.285714286,10.14285714,4.285714286,2.142857143,0.285714286,0
3,23,0,78,411,50,7,6,8,2,27,3,23,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,539,78,383,80,274,50,0,28,0,0,197,295,56,0,239,0,0,0,0,0,23,19,26,7,0,2,0,0,0.13,108,0,0,30,211,284.8571429,974.2857143,669.5714286,1643.857143,495.8571429,9448.285714,236.1428571,297138.8571,0.857142857,1.857142857,33.28571429,12.14285714,14.42857143,2.857142857,0
3,39,1,62,536,74,11,10,12,6,43,3,39,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,667,62,521,91,360,74,1,14,0,0,300,435,74,2,359,0,0,0,0,0,24,24,26,14,0,5,0,0,0.14,138,0,0,83,246.4285714,394,1451.571429,943.8571429,2395.428571,640.4285714,14665.28571,282.2857143,487392,0,0.857142857,80.14285714,21.85714286,7,3.571428571,0
3,42,1,52,499,60,10,10,12,6,45,3,42,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,604,52,483,78,333,60,1,15,0,0,295,412,67,11,334,0,0,0,0,0,26,21,28,19,0,5,0,0,0.12,115,0,0,69,212.7142857,273.7142857,1261.142857,732.2857143,1993.428571,486.4285714,11798.71429,274.2857143,454105.2857,0.857142857,0,68.57142857,27.71428571,24,17,0
3,24,8,10,58,52,4,4,4,3,34,3,21,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,119,10,43,9,30,51,4,12,0,0,25,33,6,0,27,0,0,0,0,0,6,6,6,5,0,2,0,0,1.19,8,0,0,6,35.85714286,50.14285714,164.5714286,104.4285714,269,86,1508.285714,37,37346,0,0,6.857142857,2.571428571,1.285714286,0.714285714,0
7,50,0,43,237,55,12,9,13,5,56,7,50,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,318,43,221,42,162,55,1,15,0,0,137,185,37,0,148,0,0,0,0,0,37,24,38,20,0,5,0,0,0.25,48,0,0,23,69.28571429,139.1428571,513.1428571,332.2857143,845.4285714,208.4285714,5433.857143,82.85714286,204523.8571,0.285714286,0.285714286,17.57142857,7.142857143,6,4.571428571,0
5,62,3,127,1340,160,18,16,20,7,69,5,60,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1596,125,1286,148,975,151,41,20,0,0,729,1054,113,12,929,0,0,0,0,0,76,76,90,33,0,6,0,0,0.12,369,0,0,165,477.5714286,829.5714286,3833.714286,2435.571429,6269.285714,1307.142857,41491.71429,650.7142857,2576816.286,18.85714286,0,120.8571429,34.28571429,26.57142857,11.14285714,0
3,27,1,20,126,37,6,6,7,4,31,3,27,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,181,20,112,23,73,37,0,14,0,0,62,84,16,1,67,0,0,0,0,0,14,14,14,10,0,3,0,0,0.33,24,0,0,17,56.71428571,74.85714286,290.2857143,177.1428571,467.4285714,131.5714286,2564.571429,64.85714286,68368.28571,0,0,2.714285714,2,1.142857143,1.142857143,0
2,27,0,12,74,31,6,6,6,2,29,2,27,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,115,12,57,13,35,31,1,16,0,0,34,45,10,0,35,0,0,0,0,0,10,10,10,4,0,3,0,0,0.54,11,0,0,5,40.57142857,50.57142857,191.4285714,127.7142857,319.1428571,91.14285714,1874.428571,50.71428571,80950.14286,0.285714286,0.142857143,11,3.714285714,2,0.571428571,0
2,9,0,4,14,29,3,3,3,1,11,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,9,2,5,29,0,5,0,0,3,6,1,0,5,0,0,0,0,0,3,3,3,1,0,1,0,0,3.22,3,0,0,1,35.42857143,79.85714286,242.2857143,175.8571429,418.1428571,115.2857143,2758.714286,34.28571429,91879.71429,0,0,4.857142857,2.142857143,0.857142857,0.428571429,0
11,48,11,112,466,151,10,10,12,2,68,11,48,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,713,112,439,90,327,150,4,23,0,0,256,342,56,2,284,0,0,0,0,0,34,27,39,6,0,4,0,0,0.34,93,0,0,22,173,422.2857143,1364.571429,995.2857143,2359.857143,595.2857143,15855.85714,190.5714286,552086.2857,0,0,25.85714286,9.142857143,7.142857143,3.285714286,0
2,28,3,83,626,113,6,6,7,2,33,2,28,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,816,82,555,130,368,113,20,52,0,0,341,451,94,15,342,0,0,0,0,0,35,26,43,11,0,4,0,0,0.2,115,0,0,55,276.8571429,428.5714286,1431.428571,925.7142857,2357.142857,705.4285714,14352,276.8571429,444971.1429,0,0,10.28571429,4.285714286,7.714285714,2.571428571,0
1,29,2,19,199,49,6,6,7,1,31,1,29,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,264,19,181,25,126,49,6,16,0,0,72,104,18,0,86,0,0,0,0,0,17,17,21,1,0,3,0,0,0.27,36,0,0,6,102.7142857,188,679.5714286,532.4285714,1212,290.7142857,6928.714286,120.5714286,220004.8571,0.142857143,0.857142857,70.14285714,11,0.142857143,0.142857143,0
3,26,1,88,580,67,5,5,6,1,30,3,26,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,728,88,561,95,386,67,6,17,0,0,296,409,72,4,333,0,0,0,0,0,36,36,44,7,0,6,0,0,0.12,110,0,0,36,256.4285714,419.2857143,1545.142857,1156.571429,2701.714286,675.7142857,15308.71429,307.7142857,623748.2857,0.857142857,5.142857143,124.1428571,23.85714286,1.142857143,1.142857143,0
1,21,1,46,451,50,5,4,6,1,22,1,21,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,542,46,434,84,272,50,6,15,0,0,221,329,62,0,267,0,0,0,0,0,11,10,12,6,0,3,0,0,0.12,104,0,0,33,269.7142857,436.5714286,1403.428571,1025,2428.428571,706.2857143,13555.42857,282,324773.7143,0,1,111.5714286,26.57142857,6,2.571428571,0
3,35,2,106,930,155,7,6,9,3,38,2,32,2,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,102,843,202,578,154,58,38,0,0,487,640,138,2,500,0,0,0,0,0,52,29,58,45,0,6,0,0,0.18,164,0,0,78,343.1428571,604,2211.571429,1533.428571,3745,947.1428571,22376.57143,395.5714286,742906.4286,0,6.142857143,63.71428571,12.28571429,38.42857143,8.428571429,0
1,37,2,40,527,66,7,5,7,1,39,1,37,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,623,40,508,90,375,66,6,17,0,0,313,399,59,0,340,0,0,0,0,0,19,14,20,8,0,4,0,0,0.13,88,0,0,23,167,367.2857143,1276.714286,944.8571429,2221.571429,534.2857143,12850.85714,195.7142857,290060,0,0.857142857,47,13.85714286,76.28571429,19.71428571,0
2,27,2,26,208,45,5,5,5,1,30,2,27,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,275,26,192,27,134,45,6,14,0,0,122,156,20,0,136,0,0,0,0,0,16,16,18,3,0,4,0,0,0.23,35,0,0,9,96.28571429,180,631.1428571,499.4285714,1130.571429,276.2857143,6574,112.4285714,189676.1429,0,0.142857143,63.14285714,14,5.428571429,2.285714286,0
1,22,0,28,412,61,5,4,6,2,23,1,22,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,498,28,392,88,268,61,6,18,0,0,199,279,47,7,225,0,0,0,0,0,43,18,46,14,0,4,0,0,0.16,82,0,0,32,221.4285714,300.5714286,1129.571429,725,1854.571429,522,10557.14286,246.8571429,278052.8571,0,0.857142857,61.71428571,20.85714286,32.85714286,13.85714286,0
2,31,1,64,821,94,5,5,5,1,33,2,31,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,965,64,803,102,600,94,6,16,0,0,535,657,77,22,558,0,0,0,0,0,22,22,22,5,0,4,0,0,0.12,130,0,0,39,245.2857143,613.4285714,1958.285714,1643.142857,3601.428571,858.7142857,21211.28571,279.4285714,491389.7143,0,0,106,23.14285714,1.714285714,0.857142857,0
3,29,4,22,116,44,5,5,5,1,35,3,29,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,181,22,96,25,63,44,6,18,0,0,58,73,20,0,53,0,0,0,0,0,10,10,10,1,0,4,0,0,0.46,15,0,0,3,85.57142857,120.4285714,323,244.2857143,567.2857143,206,3094.857143,77.85714286,57326.85714,0.285714286,0,22.28571429,6.857142857,1.428571429,0.857142857,0
1,11,0,51,368,69,2,2,2,1,11,1,11,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,480,51,346,128,177,69,6,20,0,0,140,203,66,6,131,0,0,0,0,0,7,6,7,7,0,3,0,0,0.2,63,0,0,40,336.7142857,398.2857143,1308.857143,865.7142857,2174.571429,735,12100.85714,315.5714286,403266.4286,2.571428571,1,38.71428571,17.42857143,11.71428571,6.571428571,0
2,50,3,111,1442,195,10,9,11,2,55,2,49,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,111,1372,251,1022,195,5,68,0,0,785,1045,190,2,853,0,0,0,0,0,44,44,45,23,0,7,0,0,0.14,262,0,0,62,485.2857143,994.5714286,4124.571429,2801.285714,6925.857143,1479.857143,44808.28571,617.8571429,2114915.286,5.571428571,6,114.8571429,44.42857143,21.28571429,9.571428571,0
1,36,5,32,456,96,12,9,13,5,40,1,36,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,547,32,419,83,298,96,1,36,0,0,264,374,60,0,314,0,0,0,0,0,34,27,35,29,0,5,0,0,0.23,127,0,0,59,219.5714286,272.1428571,1255,738.4285714,1993.428571,491.7142857,11786.42857,302.8571429,496427,2.714285714,0.142857143,40.28571429,10.85714286,16.42857143,6.714285714,0
1,22,0,6,31,29,4,4,10,1,23,1,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,23,6,16,29,0,8,0,0,12,16,5,0,11,0,0,0,0,0,4,4,10,1,0,1,0,0,1.26,4,0,0,1,29.42857143,36.71428571,109.7142857,76.14285714,185.8571429,66.14285714,1020.142857,29.57142857,22537.42857,0,0.571428571,3,2.857142857,2.857142857,1,0
8,55,2,67,376,48,12,10,13,4,65,8,46,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,483,64,285,42,212,48,37,58,0,0,165,237,35,3,199,0,0,0,0,0,39,28,43,14,0,5,0,0,0.17,72,0,0,25,112.5714286,207.8571429,877.1428571,606.5714286,1483.714286,320.4285714,9899.857143,158.8571429,519337.7143,0.857142857,0.857142857,25.85714286,8.714285714,11.14285714,4.285714286,0
5,45,2,83,529,222,10,8,11,3,53,5,43,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,791,83,466,124,303,220,7,58,0,0,262,348,96,1,251,0,0,0,0,0,62,51,70,23,0,6,0,0,0.47,87,0,0,35,127,236.4285714,941,681,1622,363.4285714,11151.71429,158.2857143,661426.5714,0,2.285714286,33.42857143,9.714285714,12.57142857,5.428571429,0
4,46,1,19,157,31,9,9,9,5,50,4,42,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,205,19,125,23,93,31,5,27,0,0,76,100,18,3,79,0,0,0,0,0,12,12,14,8,0,3,0,0,0.25,26,0,0,16,76.71428571,108.7142857,382.2857143,276,658.2857143,185.4285714,3970.285714,96,145809.7143,0.285714286,2.428571429,15.71428571,2.857142857,10,2.857142857,0
2,15,1,26,131,38,2,2,2,1,18,1,8,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,195,23,51,19,23,36,54,35,0,0,20,32,13,0,19,0,0,0,0,0,3,3,3,3,0,1,0,0,0.71,12,0,0,8,89.42857143,113.1428571,329.2857143,230.7142857,560,202.5714286,3059.428571,86,70928.28571,1.285714286,1,7.714285714,2.857142857,3.714285714,2.285714286,0
2,23,1,47,369,51,5,5,7,3,26,2,23,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,467,47,340,53,243,51,3,27,0,0,169,242,37,0,205,0,0,0,0,0,14,14,16,10,0,5,0,0,0.15,73,0,0,45,267,350,1310,978,2288,617,12528,370,372014,4,3,146,35,32,16,0
4,37,3,74,623,80,8,8,10,3,44,4,37,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,773,74,578,173,449,77,11,37,0,0,286,394,64,6,324,0,0,0,0,0,31,30,53,10,0,4,0,0,0.13,107,0,0,42,263,362,1596,1139,2735,625,16900,383,863063,2,1,137,22,37,13,0
2,29,1,25,208,36,4,4,5,1,32,2,20,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,267,25,123,40,72,35,26,61,0,0,107,129,24,12,93,0,0,0,0,0,13,13,17,4,0,3,0,0,0.28,22,0,0,11,257.1428571,555.4285714,2342,1726.142857,4068.142857,812.5714286,27369.42857,365,1656686,0.285714286,0,39.85714286,10.28571429,7.714285714,1.857142857,0
4,22,1,50,194,30,4,4,4,2,27,4,22,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,274,50,177,44,110,30,0,17,0,0,109,141,35,3,103,0,0,0,0,0,9,8,9,9,0,2,0,0,0.17,30,0,0,20,163.5714286,253.7142857,760.7142857,539.7142857,1300.428571,417.2857143,7284,170.4285714,156925.5714,1.428571429,1.285714286,34.42857143,12.28571429,19.28571429,9.428571429,0
3,23,1,63,397,44,4,4,5,2,27,3,22,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,503,63,335,72,219,42,18,50,0,0,191,251,52,0,199,0,0,0,0,0,9,9,13,6,0,4,0,0,0.13,62,0,0,37,220.4285714,272.4285714,964.5714286,659.1428571,1623.714286,492.8571429,8968.714286,256,232414,0.142857143,1.428571429,41.71428571,14.57142857,25.85714286,9.857142857,0
4,18,0,17,55,26,5,4,5,1,22,4,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,97,17,37,6,25,26,0,18,0,0,18,28,4,0,24,0,0,0,0,0,8,6,8,1,0,2,0,0,0.7,9,0,0,2,60.57142857,103.8571429,386.8571429,272.2857143,659.1428571,164.4285714,4432.714286,65.71428571,252362,0,0.571428571,11.57142857,4.142857143,3.428571429,1.714285714,0
3,24,1,54,293,43,5,4,5,2,28,3,24,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,387,54,272,84,169,43,0,21,0,0,138,186,53,1,132,0,0,0,0,0,11,11,11,7,0,3,0,0,0.16,51,0,0,20,180.2857143,244.2857143,767.7142857,480.7142857,1248.428571,424.5714286,7173.857143,172.1428571,191645.4286,1,0,32.28571429,12,5.428571429,3.571428571,0
1,24,0,28,208,37,6,6,7,2,26,1,24,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,271,28,187,60,126,37,0,21,0,0,96,134,32,2,100,0,0,0,0,0,27,23,30,7,0,3,0,0,0.2,43,0,0,19,103.7142857,149,640.2857143,415.8571429,1056.142857,252.7142857,6531.714286,141.2857143,307377.2857,0.857142857,0,62,16.42857143,3,1.714285714,0
3,27,1,43,225,40,5,5,6,2,31,3,26,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,304,43,203,62,129,40,0,22,0,0,110,150,44,1,105,0,0,0,0,0,13,13,14,7,0,3,0,0,0.2,37,0,0,18,116.2857143,193.7142857,591.2857143,395.8571429,987.1428571,310,5948.857143,106.2857143,170750.5714,1,0.285714286,35.28571429,8.285714286,2.714285714,1.857142857,0
6,38,10,22,102,86,7,7,9,2,54,6,38,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,208,22,80,23,51,86,1,21,0,0,53,66,20,0,46,0,0,0,0,0,10,10,12,4,0,1,0,0,1.07,14,0,0,5,48.28571429,108,329,219.4285714,548.4285714,156.2857143,3572.857143,47.57142857,117591.8571,1,1.714285714,9.857142857,4.285714286,1.285714286,1,0
7,55,1,31,187,35,11,10,12,4,63,7,54,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,251,31,165,37,115,35,0,22,0,0,106,137,24,0,113,0,0,0,0,0,29,27,32,10,0,4,0,0,0.21,33,0,0,14,77.14285714,166.5714286,624.4285714,420.1428571,1044.571429,243.7142857,7171,92.42857143,372912.7143,0.857142857,0,23.42857143,5.428571429,3.142857143,1,0
3,30,0,46,360,38,7,6,7,1,32,3,30,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,437,46,323,70,215,38,1,36,0,0,197,268,59,3,206,0,0,0,0,0,24,17,24,4,0,4,0,0,0.12,72,0,0,15,184,331.8571429,1034.428571,700.7142857,1735.142857,515.8571429,10687.14286,186.4285714,352364,0,0,1.714285714,1.714285714,3.428571429,0.857142857,0
0,7,0,4,11,6,2,2,2,1,7,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,7,2,3,6,0,4,0,0,2,4,1,0,3,0,0,0,0,0,2,2,2,1,0,1,0,0,0.86,2,0,0,1,241.1428571,439,1657.142857,1114.857143,2772,680.1428571,17475,291.2857143,704516.1429,0,0.285714286,0.571428571,0.285714286,0,0,0
13,54,12,33,119,35,15,13,16,7,79,13,54,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,187,33,109,14,79,35,0,10,0,0,59,91,12,1,78,0,0,0,0,0,23,20,25,11,0,2,0,0,0.32,30,0,0,14,13.57142857,17.57142857,59.14285714,37.85714286,97,31.14285714,552.1428571,12.57142857,16589.42857,0.428571429,3.571428571,10,3.285714286,3.428571429,0.714285714,0
2.857142857,36.42857143,1.571428571,26.71428571,131.4285714,49.57142857,7.428571429,7.142857143,11.85714286,1.142857143,40.71428571,2.857142857,36.42857143,1.571428571,0,0,0,0,0,0,3.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,206.5714286,26.71428571,122.4285714,31,89,49.57142857,0,9,0,0,67.14285714,94.57142857,17.42857143,2.285714286,74.85714286,0,0,0,0,0,12.42857143,10.85714286,17.14285714,2.142857143,0,2.142857143,0,0,0.481428571,28,0,0,6.714285714,46.71428571,80.14285714,313.7142857,196.5714286,510.2857143,126.8571429,3153.142857,55.85714286,106694.4286,0.428571429,1.857142857,10.85714286,3.857142857,5.428571429,2.285714286,0
4,38,8,12,77,27,9,9,11,6,50,4,38,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115,10,40,5,28,27,27,13,0,0,24,33,4,3,26,0,0,0,0,0,9,9,11,6,0,2,0,0,0.68,9,0,0,6,20.42857143,24.71428571,132.5714286,85.14285714,217.7142857,45.14285714,1194.285714,35,41900.28571,0,3.428571429,1.285714286,1.142857143,1.142857143,1.142857143,0
6,23,0,40,174,32,5,5,6,2,29,6,23,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,246,40,167,79,118,32,0,7,0,0,73,100,28,3,69,0,0,0,0,0,8,8,9,6,0,5,0,0,0.19,27,0,0,10,94,124,348,239,587,218,3300,88,74356,0,0,15,6,4,1,0
7.714285714,36.71428571,9.428571429,130,592.2857143,209.4285714,9.285714286,7.571428571,10.28571429,2,53,7.714285714,36.71428571,9.428571429,0,0,0,0,0,0,14.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,924.8571429,130,573.2857143,120.1428571,417.1428571,209.4285714,0,19,0,0,325.8571429,458.2857143,72.57142857,14.14285714,371.5714286,0,0,0,0,0,39.71428571,30.28571429,42.42857143,8.571428571,0,3.285714286,0,0,0.344285714,135.8571429,0,0,36.57142857,36.28571429,49.14285714,164.8571429,107.8571429,272.7142857,85.42857143,1571.428571,39.42857143,42833,2.142857143,9.285714286,41.57142857,10.85714286,19.14285714,5,0
3,15,0,304,1331,75,5,5,6,1,19,3,15,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1683,304,1315,556,835,75,0,16,0,0,692,1035,268,0,767,0,0,0,0,0,21,21,22,7,0,4,0,0,0.06,339,0,0,95,164.4285714,235.7142857,644.7142857,442.5714286,1087.285714,400.1428571,5943,146.4285714,117982.4286,0,0,40.71428571,13.57142857,8.571428571,7.714285714,0
11,42,4,33,113,41,9,6,11,2,53,11,42,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,178,33,103,28,74,41,0,10,0,0,54,73,19,0,54,0,0,0,0,0,16,9,20,3,0,4,0,0,0.4,18,0,0,4,732.5714286,1019.571429,2779.571429,1915,4694.571429,1752.142857,24703.57143,644.4285714,425320.8571,0,0,11.57142857,5.857142857,2.714285714,1.285714286,0
2,44,4,55,756,163,16,13,19,5,49,2,44,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,947,55,718,137,554,163,7,32,0,0,440,663,84,9,570,0,0,0,0,0,93,78,110,29,0,6,0,0,0.23,239,0,0,84,343,499,2314,1536,3850,842,23859,500,1244407,4,2,179,35,76,19,0
2,48,3,38,393,101,11,9,13,3,53,2,47,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,517,38,354,62,259,101,5,35,0,0,210,289,50,7,232,0,0,0,0,0,29,29,34,13,0,5,0,0,0.29,78,0,0,26,122.8571429,204.1428571,825.8571429,551.7142857,1377.571429,327,8699.571429,158.8571429,407002,0.142857143,0.142857143,23.14285714,9.428571429,16.28571429,7.714285714,0
1,10,0,14,58,48,2,2,2,1,11,1,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,119,14,39,14,17,48,3,17,0,0,18,27,10,0,17,0,0,0,0,0,3,3,3,1,0,1,0,0,1.23,9,0,0,4,79,103.2857143,353.5714286,249.5714286,603.1428571,182.2857143,3374.571429,89.14285714,122412.7143,0.857142857,0.857142857,13.42857143,3.428571429,2.142857143,1,0
